episode_reward_max,episode_reward_min,episode_reward_mean,episode_len_mean,episodes_this_iter,num_healthy_workers,timesteps_total,done,episodes_total,training_iteration,experiment_id,date,timestamp,time_this_iter_s,time_total_s,pid,hostname,node_ip,time_since_restore,timesteps_since_restore,iterations_since_restore,trial_id,experiment_tag,hist_stats/episode_reward,hist_stats/episode_lengths,timers/learn_time_ms,timers/learn_throughput,timers/update_time_ms,info/num_steps_sampled,info/num_steps_trained,info/last_target_update_ts,info/num_target_updates,perf/cpu_util_percent,perf/ram_util_percent,perf/gpu_util_percent0,perf/vram_util_percent0,info/learner/default_policy/allreduce_latency,info/learner/default_policy/grad_gnorm,info/learner/default_policy/td_error,info/learner/default_policy/cur_lr,info/learner/default_policy/mean_q,info/learner/default_policy/min_q,info/learner/default_policy/max_q,info/learner/default_policy/mean_td_error
-17.0,-21.0,-20.596774193548388,1150.8709677419354,0,3,75600,False,62,75,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-11-59,1589087519,4.931363582611084,366.3699221611023,19310,ip-172-31-20-81,172.31.20.81,366.3699221611023,0,75,00000,0,"[-19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010, 1197, 1188, 1201, 1152, 1027, 1204, 1140, 1093, 1138, 1224, 1194, 1163, 1117, 1214, 1217, 999, 1091, 1102, 1131, 1273]",15.963,2004.653,5.0,75600,198944,75600,149,52.13333333333333,44.300000000000004,0.16833333333333333,0.0558607452511748,0.0,0.6359409077605293,"[ 0.24270248  0.09090614  0.10046387  0.17133522  0.05968857 -0.100811
  0.0360651   0.07376766  0.18233109  0.16465092  0.07450771  0.33725357
  0.10986233 -0.40770435  0.12120342  0.07026958  0.12113476  0.14976025
  0.29615927  0.08516788  0.07476044  0.12063885  0.12088776  0.09285545
  0.07117558  0.30940914  0.07526016  0.0783577   0.13850975  0.13890171
  0.18398857  0.08521271]",0.0005,-9.270942687988281,-10.029869079589844,-4.671902179718018,0.1083960086107254
-17.0,-21.0,-20.603174603174605,1150.2698412698412,1,3,76608,False,63,76,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-12-04,1589087524,4.9336817264556885,371.303603887558,19310,ip-172-31-20-81,172.31.20.81,371.303603887558,0,76,00000,0,"[-21.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1113, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010, 1197, 1188, 1201, 1152, 1027, 1204, 1140, 1093, 1138, 1224, 1194, 1163, 1117, 1214, 1217, 999, 1091, 1102, 1131, 1273]",15.835,2020.892,4.992,76608,201632,76608,151,52.21666666666667,44.300000000000004,0.165,0.0558607452511748,0.0,0.36461051183163296,"[ 0.16064072  0.10634899  0.12387371  0.03556061  0.09028435  0.21500397
  0.11236858  0.06424999  0.04638577 -0.2967162   0.05157852  0.24983978
  0.19825268 -0.01380825  0.07155228 -0.05524826  0.15554142  0.04217052
 -0.36838722  0.07113552  0.20790482  0.11125183  0.07488728  0.11450195
  0.05084801  0.01144791  0.00388527  0.02404881  0.11489487  0.00077629
 -0.13667774  0.01816368]",0.0005,-8.748886108398438,-9.755910873413086,-4.3921966552734375,0.051767513155937195
-17.0,-21.0,-20.59375,1149.953125,1,3,77616,False,64,77,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-12-09,1589087529,4.907737731933594,376.2113416194916,19310,ip-172-31-20-81,172.31.20.81,376.2113416194916,0,77,00000,0,"[-20.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0]","[1130, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010, 1197, 1188, 1201, 1152, 1027, 1204, 1140, 1093, 1138, 1224, 1194, 1163, 1117, 1214, 1217, 999, 1091, 1102, 1131, 1273, 1113]",15.73,2034.363,4.636,77616,204320,77616,153,51.5,44.32,0.16799999999999998,0.055860745251174806,0.0,0.29296890500982664,"[ 0.19988918 -0.09314442  0.18768883  0.09464359 -0.12331009 -0.12984657
  0.13436604 -0.16332722 -0.01994801  0.09070015 -0.06802177 -0.05508327
  0.04325962  0.09570312  0.04720783  0.07461166  0.34523296  0.3736143
 -0.05215359 -0.14017677  0.12205982  0.21559715 -0.10668087  0.0387125
  0.16744995  0.09088612  0.16751957 -0.01925874 -0.03329277  0.09944153
  0.06950283  0.11414337]",0.0005,-8.713590621948242,-9.921009063720703,-3.9323689937591553,0.05524956434965134
-17.0,-21.0,-20.6,1147.9384615384615,1,3,78624,False,65,78,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-12-14,1589087534,4.933861970901489,381.14520359039307,19310,ip-172-31-20-81,172.31.20.81,381.14520359039307,0,78,00000,0,"[-21.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0]","[1019, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010, 1197, 1188, 1201, 1152, 1027, 1204, 1140, 1093, 1138, 1224, 1194, 1163, 1117, 1214, 1217, 999, 1091, 1102, 1131, 1273, 1113, 1130]",15.794,2026.047,5.032,78624,207008,78624,155,52.28333333333334,44.38333333333333,0.17333333333333334,0.0558607452511748,0.0,0.9673778480254663,"[ 1.1865139e-01  9.8859787e-02  4.8795033e-01  2.6141262e-01
  3.4702873e-01  4.3951988e-02  7.7805614e-01  2.3530006e-02
  2.4270725e-01  7.8948021e-02  7.4444771e-02 -5.3438187e-02
  1.3598156e-01  1.3046265e-01  1.8618011e-01 -8.3487511e-02
  8.9983940e-02  1.8332672e-01  7.4452400e-01  2.0762300e-01
  1.9302464e-01  2.4676800e-01 -5.2738190e-04  1.6110897e-01
  2.9930496e-01  2.3366928e-01  1.0754967e-01  2.0448494e-01
  2.4052238e-01  1.4085865e-01  2.3654747e-01  1.5387726e-01]",0.0005,-8.472332954406738,-9.42505931854248,-7.98376989364624,0.19730894267559052
-17.0,-21.0,-20.59090909090909,1147.590909090909,1,3,79632,False,66,79,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-12-19,1589087539,4.920034646987915,386.065238237381,19310,ip-172-31-20-81,172.31.20.81,386.065238237381,0,79,00000,0,"[-20.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0]","[1125, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010, 1197, 1188, 1201, 1152, 1027, 1204, 1140, 1093, 1138, 1224, 1194, 1163, 1117, 1214, 1217, 999, 1091, 1102, 1131, 1273, 1113, 1130, 1019]",15.917,2010.436,5.182,79632,209696,79632,157,52.666666666666664,44.4,0.19499999999999998,0.0558607452511748,0.0,0.7769174959870585,"[ 0.60036755 -0.48334026 -0.18760204 -0.13099861 -0.23076439 -0.12025642
 -0.25984192 -0.21320248 -0.13088799 -0.08475399  0.04424953 -0.1081748
 -0.05567384 -0.1753397  -0.14534378 -0.106987   -0.1687336  -0.02842045
 -0.21309853 -0.2204895  -0.06873226 -0.13846397 -0.17008877 -0.14536095
 -0.14798689  0.03594112 -0.09109735 -0.0665226  -0.08166695 -0.15724277
 -0.15385342 -0.27218676]",0.0005,-8.291460037231445,-9.197866439819336,-3.801835060119629,-0.12114230543375015
-17.0,-21.0,-20.597014925373134,1146.7910447761194,1,3,80640,False,67,80,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-12-24,1589087544,4.848423004150391,390.9136612415314,19310,ip-172-31-20-81,172.31.20.81,390.9136612415314,0,80,00000,0,"[-21.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0]","[1094, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010, 1197, 1188, 1201, 1152, 1027, 1204, 1140, 1093, 1138, 1224, 1194, 1163, 1117, 1214, 1217, 999, 1091, 1102, 1131, 1273, 1113, 1130, 1019, 1125]",15.564,2056.041,4.529,80640,212384,80640,159,52.52,44.4,0.15,0.055860745251174806,0.0,0.7683826980909679,"[-0.15844917 -0.17754269  0.08490038 -0.20400524  0.22435284 -0.1654644
 -0.11366081 -0.21094227 -0.19304943  0.13515568 -0.13882971 -0.28133678
 -0.20180798 -0.06335163  0.01254892 -0.23940468 -0.17512226 -0.09805012
 -0.1976862  -0.09721565 -0.14339447 -0.08928108 -3.1633396  -0.17829418
 -0.26605415 -0.22718525 -0.22303104 -0.1431179  -0.17416763  0.0313015
 -0.23409748 -0.13693237]",0.0005,-8.47767448425293,-9.355932235717773,-4.163339614868164,-0.22520484030246735
-17.0,-21.0,-20.58823529411765,1148.5588235294117,1,3,81648,False,68,81,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-12-29,1589087549,4.979449987411499,395.89311122894287,19310,ip-172-31-20-81,172.31.20.81,395.89311122894287,0,81,00000,0,"[-20.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0]","[1267, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010, 1197, 1188, 1201, 1152, 1027, 1204, 1140, 1093, 1138, 1224, 1194, 1163, 1117, 1214, 1217, 999, 1091, 1102, 1131, 1273, 1113, 1130, 1019, 1125, 1094]",22.431,1426.587,5.157,81648,215072,81648,161,52.28333333333334,44.4,0.16666666666666666,0.0558607452511748,0.0,0.5493598257205365,"[ 0.1915164   0.07130814 -0.03409386 -0.19603205  0.27117348  0.12154007
  0.156044    0.11022615  0.16762352  0.22481537 -0.26001644 -0.08499908
  0.16993046  0.2927785   0.16249847  0.1972804   0.04958344  0.12212753
  0.13573837  0.07484245  0.1795311   0.2648139   0.1379795   0.07754517
  0.0551815   0.12038851  0.09210873  0.01968861  0.07484245 -0.03068876
  0.04163361  0.10348225]",0.0005,-7.790387153625488,-9.12928581237793,-3.282076835632324,0.09626224637031555
-17.0,-21.0,-20.579710144927535,1149.304347826087,1,3,82656,False,69,82,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-12-34,1589087554,4.944185733795166,400.83729696273804,19310,ip-172-31-20-81,172.31.20.81,400.83729696273804,0,82,00000,0,"[-20.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -20.0]","[1200, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010, 1197, 1188, 1201, 1152, 1027, 1204, 1140, 1093, 1138, 1224, 1194, 1163, 1117, 1214, 1217, 999, 1091, 1102, 1131, 1273, 1113, 1130, 1019, 1125, 1094, 1267]",15.784,2027.333,5.133,82656,217760,82656,163,51.833333333333336,44.4,0.16833333333333333,0.0558607452511748,0.0,0.4651781251499547,"[ 0.01624656  0.08826208 -0.24595165  0.13906264  0.05294371  0.09875202
  0.12699318  0.13351965  0.01068068 -0.22496891  0.06308699  0.23663568
  0.20761442 -0.10898209  0.03333378  0.08763456  0.16391468  0.11830282
  0.08313656  0.11270428 -0.04484415  0.15307283  0.16840744  0.15366983
  0.11988735  0.1416688   0.11130857  0.17160368  0.16047096  0.05079079
  0.11935616  0.15763235]",0.0005,-7.361237525939941,-8.916478157043457,-2.5466322898864746,0.08299832046031952
-17.0,-21.0,-20.585714285714285,1147.4285714285713,1,3,83664,False,70,83,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-12-39,1589087559,4.846931219100952,405.684228181839,19310,ip-172-31-20-81,172.31.20.81,405.684228181839,0,83,00000,0,"[-21.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -20.0, -20.0]","[1018, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010, 1197, 1188, 1201, 1152, 1027, 1204, 1140, 1093, 1138, 1224, 1194, 1163, 1117, 1214, 1217, 999, 1091, 1102, 1131, 1273, 1113, 1130, 1019, 1125, 1094, 1267, 1200]",15.615,2049.304,4.552,83664,220448,83664,165,52.419999999999995,44.4,0.16,0.055860745251174806,0.0,0.35875898340921597,"[ 0.04140472 -0.17808628 -0.19764042 -0.1423173  -0.20201492 -0.11479092
 -0.14761639  0.13643956  0.23356605 -0.12097788 -0.15856743 -0.21966934
  0.19804382  0.20557976  0.02600336 -0.17005634  0.04146576  0.00870275
 -0.10557032 -0.07322121 -0.15576315 -0.03769541 -0.2732482  -0.10343742
 -0.07359648 -0.07130623 -0.18848372 -0.10817719 -0.15377712 -0.08632946
 -0.07546568  0.23710155]",0.0005,-7.303562164306641,-8.671316146850586,-2.6825108528137207,-0.06342191994190216
-17.0,-21.0,-20.585714285714285,1147.4285714285713,0,3,84672,False,70,84,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-12-44,1589087564,4.921015739440918,410.6052439212799,19310,ip-172-31-20-81,172.31.20.81,410.6052439212799,0,84,00000,0,"[-19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0]","[1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010, 1197, 1188, 1201, 1152, 1027, 1204, 1140, 1093, 1138, 1224, 1194, 1163, 1117, 1214, 1217, 999, 1091, 1102, 1131, 1273, 1113, 1130, 1019, 1125, 1094, 1267, 1200, 1018]",16.016,1997.963,5.129,84672,223136,84672,167,52.800000000000004,44.4,0.18333333333333332,0.0558607452511748,0.0,0.6214351605296352,"[-0.04931736  0.0311718  -0.17068195 -0.10523558  0.02660322 -0.078866
 -0.19672203  0.1355381  -1.9833076  -0.17411089 -0.03990555 -0.21579266
 -0.02493572 -0.08793402 -0.16057777 -0.0827136  -0.21932888 -0.04685879
 -0.2124381  -0.20960188 -0.14328337 -0.09524918 -0.28572798 -0.17557096
 -0.11564207 -0.07871246 -0.1577344   0.06913853 -0.14683342 -0.06381369
 -0.24527264  0.83061886]",0.0005,-7.345694065093994,-8.945449829101562,-2.410966157913208,-0.1397843062877655
-17.0,-21.0,-20.59722222222222,1147.5,2,3,85680,False,72,85,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-12-49,1589087569,4.955350399017334,415.56059432029724,19310,ip-172-31-20-81,172.31.20.81,415.56059432029724,0,85,00000,0,"[-21.0, -21.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0]","[1061, 1239, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010, 1197, 1188, 1201, 1152, 1027, 1204, 1140, 1093, 1138, 1224, 1194, 1163, 1117, 1214, 1217, 999, 1091, 1102, 1131, 1273, 1113, 1130, 1019, 1125, 1094, 1267, 1200, 1018]",15.741,2032.903,4.99,85680,225824,85680,169,52.31666666666666,44.4,0.17666666666666667,0.0558607452511748,0.0,0.4235369993770283,"[ 0.18549442  0.09422588 -0.14646721  0.16467094  0.07105112 -0.04482555
  0.06922579  0.1285057   0.14901161  0.01811361  0.07236385 -0.11889315
  0.17118692  0.10721731  0.08795929  0.10232353  0.01305008  0.07112312
  0.07011986  0.09609699  0.00537157  0.11627388 -0.01780462  0.14847851
  0.01622295  0.24128008  0.01823187  0.06178427  0.0110693   0.15231085
  1.092207    0.1635232 ]",0.0005,-7.53264045715332,-8.036114692687988,-6.945760250091553,0.10532821714878082
-17.0,-21.0,-20.602739726027398,1146.2191780821918,1,3,86688,False,73,86,0c391b2a29354e99b8305984e66b5a4e,2020-05-10_05-12-54,1589087574,4.85271692276001,420.41331124305725,19310,ip-172-31-20-81,172.31.20.81,420.41331124305725,0,86,00000,0,"[-21.0, -19.0, -20.0, -17.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -20.0, -21.0, -20.0, -21.0, -21.0, -21.0, -19.0, -21.0, -21.0, -20.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -21.0, -20.0, -21.0, -20.0, -21.0, -20.0, -20.0, -21.0, -21.0, -21.0]","[1054, 1292, 1308, 1613, 1014, 1037, 1028, 1220, 1138, 1177, 1096, 1197, 1314, 1250, 1208, 1102, 1158, 1362, 1063, 1200, 1235, 1347, 1184, 1043, 1041, 1015, 1203, 1192, 1068, 1009, 1097, 1008, 1020, 1147, 1123, 1215, 1100, 1116, 1087, 1169, 1087, 996, 1010, 1197, 1188, 1201, 1152, 1027, 1204, 1140, 1093, 1138, 1224, 1194, 1163, 1117, 1214, 1217, 999, 1091, 1102, 1131, 1273, 1113, 1130, 1019, 1125, 1094, 1267, 1200, 1018, 1061, 1239]",15.643,2045.706,4.523,86688,228512,86688,171,52.019999999999996,44.4,0.16999999999999998,0.055860745251174806,0.0,0.36856618334518293,"[ 0.09117174  0.03395414  0.05489063 -0.13107157  0.14779902 -0.10369015
 -0.15797997  0.11550856  0.12725496  0.08097172  0.09692621  0.2487874
  0.05894566  0.14960313  0.17403793  0.10066938  0.10643005  0.09689236
  0.43643856 -0.10383558  0.1605854   0.02105522  0.19441605  0.1572249
  0.08647728  0.07672977 -0.23514318  0.03441     0.11287785  0.05658722
  0.01440287  0.16087294]",0.0005,-7.042962551116943,-8.015264511108398,-2.009856939315796,0.0770062655210495
